local_date,"gas price, gbp/mmbtu","coal price, gbp/tonne","carbon price, gbp/tonne"
11/17/2017,5.22,71.02,24.69
11/18/2017,5.22,71.02,24.69
11/19/2017,5.22,71.02,24.69
11/20/2017,5.26,70.92,24.59
11/21/2017,5.26,70.9,24.56
11/22/2017,5.31,70.69,24.54
11/23/2017,5.52,70.77,24.8
11/24/2017,5.63,69.02,24.93
11/25/2017,5.63,69.02,24.93
11/26/2017,5.63,69.02,24.93
11/27/2017,5.73,68.85,24.88
11/28/2017,5.71,69.56,24.74
11/29/2017,5.74,69.34,24.8
11/30/2017,5.63,68.51,24.63
12/1/2017,5.69,68.72,24.78
12/2/2017,5.69,68.72,24.78
12/3/2017,5.69,68.72,24.78
12/4/2017,5.83,69.4,24.64
12/5/2017,5.74,69.37,24.54
12/6/2017,5.67,70.17,24.41
12/7/2017,5.9,69.84,24.42
12/8/2017,5.78,70.57,24.28
12/9/2017,5.78,70.57,24.28
12/10/2017,5.78,70.57,24.28
12/11/2017,6.43,70.87,24.36
12/12/2017,6.75,71.53,24.3
12/13/2017,6.13,71.09,24.23
12/14/2017,6.18,71.17,24.22
12/15/2017,6.08,71.45,24.33
12/16/2017,6.08,71.45,24.33
12/17/2017,6.08,71.45,24.33
12/18/2017,5.99,70.98,24.51
12/19/2017,5.78,71.05,24.63
12/20/2017,5.85,70.75,24.9
12/21/2017,5.68,70.99,25.08
12/22/2017,5.6,70.99,25.23
12/23/2017,5.6,70.99,25.23
12/24/2017,5.6,70.99,25.23
12/25/2017,5.55,70.99,25.24
12/26/2017,5.58,70.99,25.23
12/27/2017,5.53,70.75,25.22
12/28/2017,5.58,71.15,25.26
12/29/2017,5.3,71.15,25.18
12/30/2017,5.3,71.15,25.18
12/31/2017,5.3,71.15,25.18
1/1/2018,5.27,71.15,24.91
1/2/2018,5.2,71.93,24.9
1/3/2018,5.21,71.37,24.93
1/4/2018,5.23,70.95,24.89
1/5/2018,5.25,70.97,24.87
1/6/2018,5.25,70.97,24.87
1/7/2018,5.25,70.97,24.87
1/8/2018,5.27,71.02,24.72
1/9/2018,5.32,71.05,24.83
1/10/2018,5.28,70.68,24.94
1/11/2018,5.27,70.48,24.91
1/12/2018,5.3,69.8,24.95
1/13/2018,5.3,69.8,24.95
1/14/2018,5.3,69.8,24.95
1/15/2018,5.21,69.19,24.89
1/16/2018,5.11,69.22,25.12
1/17/2018,4.99,68.82,25.18
1/18/2018,5.03,68.43,25.46
1/19/2018,4.94,68.76,25.7
1/20/2018,4.94,68.76,25.7
1/21/2018,4.94,68.76,25.7
1/22/2018,4.94,68.19,25.64
1/23/2018,4.87,67.94,25.89
1/24/2018,4.85,66.9,26.22
1/25/2018,4.8,66.56,26.07
1/26/2018,4.73,65.16,25.93
1/27/2018,4.73,65.16,25.93
1/28/2018,4.73,65.16,25.93
1/29/2018,4.69,64.85,25.89
1/30/2018,4.68,64.38,25.76
1/31/2018,4.88,63.01,26.08
2/1/2018,5.02,61.64,26.09
2/2/2018,5.08,62.58,25.87
2/3/2018,5.08,62.58,25.87
2/4/2018,5.08,62.58,25.87
2/5/2018,4.99,62.25,26.01
2/6/2018,5.12,61.48,25.79
2/7/2018,5.11,61.69,25.93
2/8/2018,4.99,59.73,26
2/9/2018,5.02,59.58,26.14
2/10/2018,5.02,59.58,26.14
2/11/2018,5.02,59.58,26.14
2/12/2018,5.08,59.71,26.39
2/13/2018,5.18,60.84,26.78
2/14/2018,5,60.92,26.52
2/15/2018,4.92,60.4,26.44
2/16/2018,5.06,60.65,26.38
2/17/2018,5.06,60.65,26.38
2/18/2018,5.06,60.65,26.38
2/19/2018,5.42,60.88,26.73
2/20/2018,5.7,61.16,26.55
2/21/2018,5.9,61.23,26.41
2/22/2018,6.14,61.71,26.56
2/23/2018,7.1,62.27,26.61
2/24/2018,7.1,62.27,26.61
2/25/2018,7.1,62.27,26.61
2/26/2018,6.7,59.93,26.47
2/27/2018,8.9,59.11,26.91
2/28/2018,12,59.18,26.92
3/1/2018,23,57.7,26.88
3/2/2018,7.8,57.34,26.9
3/3/2018,7.8,57.34,26.9
3/4/2018,7.8,57.34,26.9
3/5/2018,5.45,57.81,27.19
3/6/2018,5.28,58.42,27.32
3/7/2018,5.11,58.65,27.47
3/8/2018,5.19,58.64,27.88
3/9/2018,5.38,58.62,27.86
3/10/2018,5.38,58.62,27.86
3/11/2018,5.38,58.62,27.86
3/12/2018,6.95,58.25,27.81
3/13/2018,6.64,58.16,28.1
3/14/2018,5.9,58.12,27.9
3/15/2018,6.45,58.04,27.85
3/16/2018,5.58,57.48,27.82
3/17/2018,5.58,57.48,27.82
3/18/2018,5.58,57.48,27.82
3/19/2018,5.47,56.67,27.71
3/20/2018,5.68,57.45,28.07
3/21/2018,5.65,57.18,29.01
3/22/2018,5.4,56.88,28.73
3/23/2018,5.15,56.22,29
3/24/2018,5.15,56.22,29
3/25/2018,5.15,56.22,29
3/26/2018,4.84,55.86,29.32
3/27/2018,4.97,56.1,29.95
3/28/2018,4.93,56.32,29.33
3/29/2018,5.15,56.3,29.63
3/30/2018,5.19,56.3,29.65
3/31/2018,5.19,56.3,29.65
4/1/2018,5.19,56.3,29.65
4/2/2018,5.18,56.3,29.61
4/3/2018,4.89,57.49,29.59
4/4/2018,4.98,56.73,29.35
4/5/2018,4.92,57.54,29.02
4/6/2018,4.92,57.66,29.29
4/7/2018,4.92,57.66,29.29
4/8/2018,4.92,57.66,29.29
4/9/2018,5.01,58.11,29.6
4/10/2018,5.04,57.96,29.63
4/11/2018,5.18,57.89,29.68
4/12/2018,5.35,57.58,29.75
4/13/2018,5.1,57.42,30.04
4/14/2018,5.1,57.42,30.04
4/15/2018,5.1,57.42,30.04
4/16/2018,5.06,57.13,30.05
4/17/2018,4.86,56.71,29.86
4/18/2018,4.92,57.11,30.06
4/19/2018,5.12,57.52,29.75
4/20/2018,5.06,58.32,29.41
4/21/2018,5.06,58.32,29.41
4/22/2018,5.06,58.32,29.41
4/23/2018,5.12,58.75,29.25
4/24/2018,5.11,58.58,29.53
4/25/2018,5.17,58.7,29.53
4/26/2018,5.25,58.63,29.68
4/27/2018,5.25,61.33,29.89
4/28/2018,5.25,61.33,29.89
4/29/2018,5.25,61.33,29.89
4/30/2018,5.49,61.85,29.88
5/1/2018,5.34,62.74,29.93
5/2/2018,5.32,62.58,29.46
5/3/2018,5.25,62.9,29.41
5/4/2018,5.25,63.07,29.48
5/5/2018,5.25,63.07,29.48
5/6/2018,5.25,63.07,29.48
5/7/2018,5.24,63.07,29.93
5/8/2018,5.3,64.17,29.86
5/9/2018,5.36,64.15,30.21
5/10/2018,5.4,65.42,30.83
5/11/2018,5.51,65.26,30.88
5/12/2018,5.51,65.26,30.88
5/13/2018,5.51,65.26,30.88
5/14/2018,5.58,65.95,30.86
5/15/2018,5.5,66.32,30.52
5/16/2018,5.59,66.53,31.25
5/17/2018,5.79,66.8,31.32
5/18/2018,5.62,66.49,31.3
5/19/2018,5.62,66.49,31.3
5/20/2018,5.62,66.49,31.3
5/21/2018,5.7,66.82,31.63
5/22/2018,5.79,66.8,31.97
5/23/2018,5.98,67.05,32
5/24/2018,5.82,67.11,32.24
5/25/2018,5.52,68.79,31.98
5/26/2018,5.52,68.79,31.98
5/27/2018,5.52,68.79,31.98
5/28/2018,5.52,69.54,32.21
5/29/2018,5.81,70.99,32.17
5/30/2018,5.95,72.13,31.88
5/31/2018,5.88,71.39,31.09
6/1/2018,5.68,71.49,31.34
6/2/2018,5.68,71.49,31.34
6/3/2018,5.68,71.49,31.34
6/4/2018,5.86,71.82,32.15
6/5/2018,5.72,71.13,31.76
6/6/2018,5.68,70.6,31.95
6/7/2018,5.8,71.09,32.02
6/8/2018,5.57,71.3,31.85
6/9/2018,5.57,71.3,31.85
6/10/2018,5.57,71.3,31.85
6/11/2018,5.6,71.79,31.61
6/12/2018,5.41,72.54,31.26
6/13/2018,5.61,72.42,31.47
6/14/2018,5.58,72.56,30.99
6/15/2018,5.58,72.63,30.68
6/16/2018,5.58,72.63,30.68
6/17/2018,5.58,72.63,30.68
6/18/2018,5.54,73.11,30.8
6/19/2018,5.36,73.64,30.5
6/20/2018,5.28,73.32,30.7
6/21/2018,5.22,72.41,30.95
6/22/2018,5.34,72.33,31.25
6/23/2018,5.34,72.33,31.25
6/24/2018,5.34,72.33,31.25
6/25/2018,5.25,72.42,31.22
6/26/2018,5.3,72.62,31.2
6/27/2018,5.48,73.02,31.41
6/28/2018,5.46,73.29,31.24
6/29/2018,5.37,74.34,31.23
6/30/2018,5.37,74.34,31.23
7/1/2018,5.37,74.34,31.23
7/2/2018,5.56,75.24,31.31
7/3/2018,5.65,75.44,31.31
7/4/2018,5.67,75.52,31.65
7/5/2018,5.75,75.93,31.83
7/6/2018,5.75,75.47,31.85
7/7/2018,5.75,75.47,31.85
7/8/2018,5.75,75.47,31.85
7/9/2018,5.98,76.89,32.15
7/10/2018,5.92,77.04,32.18
7/11/2018,5.82,77.45,32.39
7/12/2018,5.69,76.8,32.19
7/13/2018,5.82,76.81,32.15
7/14/2018,5.82,76.81,32.15
7/15/2018,5.82,76.81,32.15
7/16/2018,5.73,76.28,32.07
7/17/2018,5.7,76.59,32.25
7/18/2018,5.85,78.05,32.58
7/19/2018,5.83,77.63,33.06
7/20/2018,5.74,76.44,33.19
7/21/2018,5.74,76.44,33.19
7/22/2018,5.74,76.44,33.19
7/23/2018,5.84,76.83,33.48
7/24/2018,5.85,76.7,33.17
7/25/2018,5.84,76.77,33.38
7/26/2018,5.76,76.81,33.31
7/27/2018,5.78,72.14,33.19
7/28/2018,5.78,72.14,33.19
7/29/2018,5.78,72.14,33.19
7/30/2018,5.89,72.12,33.16
7/31/2018,5.82,72.5,33.45
8/1/2018,5.78,72.51,33.76
8/2/2018,5.85,72.71,33.66
8/3/2018,5.89,72.55,33.68
8/4/2018,5.89,72.55,33.68
8/5/2018,5.89,72.55,33.68
8/6/2018,5.91,74.23,33.66
8/7/2018,5.94,74.69,33.67
8/8/2018,5.9,74.83,33.64
8/9/2018,5.88,74.95,33.78
8/10/2018,5.87,75.81,33.94
8/11/2018,5.87,75.81,33.94
8/12/2018,5.87,75.81,33.94
8/13/2018,6.15,76.39,34.09
8/14/2018,6.04,77,34.12
8/15/2018,5.99,77.04,34.13
8/16/2018,6.14,76.9,34.06
8/17/2018,6.4,77.07,34.23
8/18/2018,6.4,77.07,34.23
8/19/2018,6.4,77.07,34.23
8/20/2018,6.36,76.97,34.54
8/21/2018,6.37,75.77,35.27
8/22/2018,6.48,75.06,35.75
8/23/2018,6.56,75.54,36.32
8/24/2018,6.7,75.44,36.65
8/25/2018,6.7,75.44,36.65
8/26/2018,6.7,75.44,36.65
8/27/2018,6.7,76.22,37.25
8/28/2018,6.88,75.75,36.74
8/29/2018,7,75.31,36.88
8/30/2018,6.93,75.28,36.94
8/31/2018,6.93,76.04,36.83
9/1/2018,6.93,76.04,36.83
9/2/2018,6.93,76.04,36.83
9/3/2018,7.07,77.07,36.16
9/4/2018,7.17,78.51,36.13
9/5/2018,7.29,78.29,36.31
9/6/2018,7.34,78.01,37.25
9/7/2018,7.47,77.02,38.71
9/8/2018,7.47,77.02,38.71
9/9/2018,7.47,77.02,38.71
9/10/2018,7.74,77,40.42
9/11/2018,7.57,77.66,39.47
9/12/2018,7.26,77.18,38.41
9/13/2018,6.99,76.68,34.82
9/14/2018,6.99,76.11,35.74
9/15/2018,6.99,76.11,35.74
9/16/2018,6.99,76.11,35.74
9/17/2018,7.15,75.55,36.57
9/18/2018,7.09,74.99,35.92
9/19/2018,7.42,76.26,37.03
9/20/2018,7.39,75.17,37.51
9/21/2018,7.75,76.57,37.84
9/22/2018,7.75,76.57,37.84
9/23/2018,7.75,76.57,37.84
9/24/2018,7.9,76.38,38.03
9/25/2018,7.76,76.2,36.91
9/26/2018,7.49,76.07,36
9/27/2018,7.28,76.51,36.49
9/28/2018,7.2,77.41,36.84
9/29/2018,7.2,77.41,36.84
9/30/2018,7.2,77.41,36.84
10/1/2018,7.12,78.05,36.92
10/2/2018,7.08,77.98,36.62
10/3/2018,7.1,78.16,36.74
10/4/2018,7.12,77.38,36.83
10/5/2018,7.16,77.54,37.42
10/6/2018,7.16,77.54,37.42
10/7/2018,7.16,77.54,37.42
10/8/2018,6.8,77.5,37.2
10/9/2018,6.74,77.01,36.14
10/10/2018,6.55,75.68,34.96
10/11/2018,6.01,75.02,35.39
10/12/2018,6.73,75.32,35.89
10/13/2018,6.73,75.32,35.89
10/14/2018,6.73,75.32,35.89
10/15/2018,6.77,75.4,34.36
10/16/2018,6.7,75.36,34.92
10/17/2018,6.55,75.6,34.87
10/18/2018,6.6,76.28,35.36
10/19/2018,6.8,77.04,35.35
10/20/2018,6.8,77.04,35.35
10/21/2018,6.8,77.04,35.35
10/22/2018,6.54,77.35,34.81
10/23/2018,6.47,77.38,34.99
10/24/2018,6.53,77.73,35.34
10/25/2018,6.5,78.35,34.93
10/26/2018,6.31,77.1,34.24
10/27/2018,6.31,77.1,34.24
10/28/2018,6.31,77.1,34.24
10/29/2018,6.51,77.46,32.83
10/30/2018,6.39,77.53,32.3
10/31/2018,6.24,76.34,32.5
11/1/2018,6.12,73.49,31.7
11/2/2018,6.2,74.12,32.98
11/3/2018,6.2,74.12,32.98
11/4/2018,6.2,74.12,32.98
11/5/2018,6.06,72.75,33.07
11/6/2018,6.04,71.29,33.32
11/7/2018,6.3,71.56,34.19
11/8/2018,6.4,70.31,35.03
11/9/2018,6.13,70.38,35.04
11/10/2018,6.13,70.38,35.04
11/11/2018,6.13,70.38,35.04
11/12/2018,6.59,72.13,35.89
11/13/2018,6.78,70.36,35.53
11/14/2018,6.81,69.59,35.18
11/15/2018,7.02,70.37,34.82
11/16/2018,6.7,69.39,34.99
11/17/2018,6.7,69.39,34.99
11/18/2018,6.7,69.39,34.99
11/19/2018,6.53,68.99,34.88
11/20/2018,6.6,68.67,35.3
11/21/2018,6.67,68.68,36.26
11/22/2018,6.64,68.85,36.52
11/23/2018,6.65,68.93,35.87
11/24/2018,6.65,68.93,35.87
11/25/2018,6.65,68.93,35.87
11/26/2018,6.49,69.04,35.49
11/27/2018,6.53,69.55,35.36
11/28/2018,6.28,69.47,35.1
11/29/2018,6.45,69.34,35.83
11/30/2018,6.34,67.55,36.18
12/1/2018,6.34,67.55,36.18
12/2/2018,6.34,67.55,36.18
12/3/2018,6.62,67.52,36.42
12/4/2018,6.38,67.42,36.49
12/5/2018,6.25,67.55,35.53
12/6/2018,6.05,67.62,35.79
12/7/2018,6.07,67.83,36.15
12/8/2018,6.07,67.83,36.15
12/9/2018,6.07,67.83,36.15
12/10/2018,6.31,69.04,36.86
12/11/2018,6.39,69.41,36.27
12/12/2018,6.5,69.27,37.33
12/13/2018,6.55,69.67,38.04
12/14/2018,6.7,70.46,39.01
12/15/2018,6.7,70.46,39.01
12/16/2018,6.7,70.46,39.01
12/17/2018,6.65,70.26,39.8
12/18/2018,6.46,69.98,39.56
12/19/2018,6.58,69.8,39.94
12/20/2018,6.72,70.08,39.85
12/21/2018,6.64,69.42,40.14
12/22/2018,6.64,69.42,40.14
12/23/2018,6.64,69.42,40.14
12/24/2018,6.67,69.57,40.03
12/25/2018,6.7,69.57,40.02
12/26/2018,6.7,69.18,40.1
12/27/2018,6.18,69.04,40.29
12/28/2018,5.75,67.82,40.18
12/29/2018,5.75,67.82,40.18
12/30/2018,5.75,67.82,40.18
12/31/2018,5.83,67.9,40.14
1/1/2019,5.83,67.9,40.14
1/2/2019,6.08,67.77,40.51
1/3/2019,6.01,66.46,38.78
1/4/2019,6,65.58,39.03
1/5/2019,6,65.58,39.03
1/6/2019,6,65.58,39.03
1/7/2019,5.63,63.81,37.82
1/8/2019,5.93,64.45,38.38
1/9/2019,5.79,64.39,37.73
1/10/2019,5.85,64.29,37.78
1/11/2019,5.82,64.4,38.16
1/12/2019,5.82,64.4,38.16
1/13/2019,5.82,64.4,38.16
1/14/2019,5.74,63.51,37.98
1/15/2019,5.82,64.4,37.95
1/16/2019,5.93,64.5,38.57
1/17/2019,6.12,64.61,38.6
1/18/2019,6.04,64.47,39.78
1/19/2019,6.04,64.47,39.78
1/20/2019,6.04,64.47,39.78
1/21/2019,5.86,63.82,39.41
1/22/2019,5.87,63.29,39.93
1/23/2019,5.95,62.72,39.36
1/24/2019,5.64,62.76,38.67
1/25/2019,5.53,60.57,38.53
1/26/2019,5.53,60.57,38.53
1/27/2019,5.53,60.57,38.53
1/28/2019,5.53,60.05,37.62
1/29/2019,5.54,60.65,38.31
1/30/2019,5.44,61.08,38.01
1/31/2019,5.33,60.1,37.32
2/1/2019,5.01,59.38,37.13
2/2/2019,5.01,59.38,37.13
2/3/2019,5.01,59.38,37.13
2/4/2019,5.14,58.31,38.11
2/5/2019,5.02,58.5,38.32
2/6/2019,5.07,58.67,38.71
2/7/2019,4.99,57.96,38.44
2/8/2019,4.86,57.26,37.44
2/9/2019,4.86,57.26,37.44
2/10/2019,4.86,57.26,37.44
2/11/2019,4.8,57.21,37.53
2/12/2019,4.68,56.78,36.06
2/13/2019,4.79,57.54,36.24
2/14/2019,4.69,57.7,35.36
2/15/2019,4.69,57.68,35.78
2/16/2019,4.69,57.68,35.78
2/17/2019,4.69,57.68,35.78
2/18/2019,4.59,57.32,35.41
2/19/2019,4.6,56.83,35.44
2/20/2019,4.67,56.93,35.68
2/21/2019,4.48,56.81,34.26
2/22/2019,4.48,55.94,34.36
2/23/2019,4.48,55.94,34.36
2/24/2019,4.48,55.94,34.36
2/25/2019,4.39,56.06,34.61
2/26/2019,4.37,55.93,34.82
2/27/2019,4.51,56.28,36.08
2/28/2019,4.5,56.43,36.51
3/1/2019,4.38,56.33,37.11
3/2/2019,4.38,56.33,37.11
3/3/2019,4.38,56.33,37.11
3/4/2019,4.39,57.01,37.79
3/5/2019,4.35,56.81,37.57
3/6/2019,4.27,55.86,36.9
3/7/2019,4.27,55.78,37.81
3/8/2019,4.28,55.63,37.79
3/9/2019,4.28,55.63,37.79
3/10/2019,4.28,55.63,37.79
3/11/2019,4.24,55.21,36.97
3/12/2019,4.09,55.47,37.18
3/13/2019,3.93,54.28,36.82
3/14/2019,3.88,54.17,37.3
3/15/2019,3.83,53.77,37.04
3/16/2019,3.83,53.77,37.04
3/17/2019,3.83,53.77,37.04
3/18/2019,3.8,54.05,36.56
3/19/2019,3.74,53.72,35.96
3/20/2019,3.76,53.97,36.61
3/21/2019,3.67,54.27,36.07
3/22/2019,3.66,53.59,35.62
3/23/2019,3.66,53.59,35.62
3/24/2019,3.66,53.59,35.62
3/25/2019,3.57,53.57,35.85
3/26/2019,3.66,53.5,36.28
3/27/2019,3.75,53.52,36.52
3/28/2019,3.55,53.83,37.07
3/29/2019,3.55,47.54,36.46
3/30/2019,3.55,47.54,36.46
3/31/2019,3.55,47.54,36.46
4/1/2019,3.36,44.71,36.67
4/2/2019,3.12,43.28,36.7
4/3/2019,3.34,41.65,37.69
4/4/2019,3.54,42.84,38.88
4/5/2019,4.02,43.23,39.07
4/6/2019,4.02,43.23,39.07
4/7/2019,4.02,43.23,39.07
4/8/2019,3.85,44.99,38.88
4/9/2019,4.32,45.27,39.94
4/10/2019,4.18,45.68,40.42
4/11/2019,4.04,45.69,41.48
4/12/2019,4.04,45.91,40.89
4/13/2019,4.04,45.91,40.89
4/14/2019,4.04,45.91,40.89
4/15/2019,3.69,45.29,41.07
4/16/2019,3.55,45.66,41.28
4/17/2019,3.63,45.53,41.71
4/18/2019,3.31,45.66,41.16
4/19/2019,3.3,45.66,41.19
4/20/2019,3.3,45.66,41.19
4/21/2019,3.3,45.66,41.19
4/22/2019,3.3,45.66,41.24
4/23/2019,2.67,46.11,41.83
4/24/2019,3.08,45.8,41.63
4/25/2019,3.26,45.98,41.47
4/26/2019,3.24,45.93,40.22
4/27/2019,3.24,45.93,40.22
4/28/2019,3.24,45.93,40.22
4/29/2019,3.32,45.54,40.74
4/30/2019,3.4,45.3,40.54
5/1/2019,3.33,44.6,40.47
5/2/2019,3.43,45.38,39.1
5/3/2019,3.48,46.43,39.35
5/4/2019,3.48,46.43,39.35
5/5/2019,3.48,46.43,39.35
5/6/2019,3.48,46.13,39.61
5/7/2019,3.25,45.68,40.53
5/8/2019,3.4,46.49,41.07
5/9/2019,3.79,45.58,40.77
5/10/2019,3.64,45.38,40.06
5/11/2019,3.64,45.38,40.06
5/12/2019,3.64,45.38,40.06
5/13/2019,3.25,45.21,39.62
5/14/2019,3.22,45.86,40.4
5/15/2019,3.21,45.81,40.56
5/16/2019,2.99,45.73,40.27
5/17/2019,2.99,45.87,39.87
5/18/2019,2.99,45.87,39.87
5/19/2019,2.99,45.87,39.87
5/20/2019,3.05,45.78,40.05
5/21/2019,3.05,45.52,40.23
5/22/2019,2.96,45.82,41.16
5/23/2019,2.94,45.63,40.95
5/24/2019,2.95,45.31,40.39
5/25/2019,2.95,45.31,40.39
5/26/2019,2.95,45.31,40.39
5/27/2019,2.95,45.31,40.53
5/28/2019,3.04,45.01,40.4
5/29/2019,2.87,45.05,40.44
5/30/2019,2.75,45.12,40.26
5/31/2019,2.75,41.98,39.6
6/1/2019,2.75,41.98,39.6
6/2/2019,2.75,41.98,39.6
6/3/2019,2.61,40.81,39
6/4/2019,2.94,41.26,39.69
6/5/2019,2.82,40.53,39.39
6/6/2019,2.7,40.79,39.23
6/7/2019,2.85,41.04,39.75
6/8/2019,2.85,41.04,39.75
6/9/2019,2.85,41.04,39.75
6/10/2019,3.05,41.77,40.41
6/11/2019,2.92,40.14,40.19
6/12/2019,2.92,39.69,40.04
6/13/2019,3.06,39.62,40.15
6/14/2019,2.93,39.66,40.24
6/15/2019,2.93,39.66,40.24
6/16/2019,2.93,39.66,40.24
6/17/2019,3.11,39.3,40.34
6/18/2019,3,38.8,40.34
6/19/2019,2.7,38.56,40.11
6/20/2019,2.7,38.54,40.25
6/21/2019,2.8,38.59,40.51
6/22/2019,2.8,38.59,40.51
6/23/2019,2.8,38.59,40.51
6/24/2019,2.71,38.48,41.54
6/25/2019,2.52,38.48,41.58
6/26/2019,2.59,38.58,42.49
6/27/2019,2.4,38.58,42.07
6/28/2019,2.43,38.97,41.5
6/29/2019,2.43,38.97,41.5
6/30/2019,2.43,38.97,41.5
7/1/2019,2.66,39.95,41.97
7/2/2019,2.72,40.83,41.89
7/3/2019,2.74,42.02,41.76
7/4/2019,2.69,43.97,41.3
7/5/2019,2.69,45.02,41.59
7/6/2019,2.69,45.02,41.59
7/7/2019,2.69,45.02,41.59
7/8/2019,3.22,45.59,41.98
7/9/2019,3.14,45.24,41.84
7/10/2019,3.37,46.49,43.34
7/11/2019,3.41,46.6,43.39
7/12/2019,3.59,46.06,43.77
7/13/2019,3.59,46.06,43.77
7/14/2019,3.59,46.06,43.77
7/15/2019,3.46,46.14,44.11
7/16/2019,3.11,46.14,43.7
7/17/2019,3.02,46.51,43.68
7/18/2019,2.91,46.18,42.92
7/19/2019,2.88,46.39,43.89
7/20/2019,2.88,46.39,43.89
7/21/2019,2.88,46.39,43.89
7/22/2019,2.73,46.49,44
7/23/2019,2.9,46.71,44.69
7/24/2019,2.75,46.48,44.01
7/25/2019,2.79,46.5,43.92
7/26/2019,2.79,48.2,43.39
7/27/2019,2.79,48.2,43.39
7/28/2019,2.79,48.2,43.39
7/29/2019,2.68,47.42,43.88
7/30/2019,2.69,47.65,43.56
7/31/2019,2.88,47.28,43.44
8/1/2019,3.15,48.18,44.87
8/2/2019,3.17,47.95,44.7
8/3/2019,3.17,47.95,44.7
8/4/2019,3.17,47.95,44.7
8/5/2019,2.82,46.99,44.43
8/6/2019,2.5,46.11,44.1
8/7/2019,2.71,46.2,44.05
8/8/2019,2.73,46.56,44.25
8/9/2019,2.73,46.56,44.16
8/10/2019,2.73,46.56,44.16
8/11/2019,2.73,46.56,44.16
8/12/2019,2.96,46.6,42.78
8/13/2019,3.03,46.72,43.09
8/14/2019,2.76,46.48,42.82
8/15/2019,2.63,46.23,41.87
8/16/2019,2.61,46.03,41.68
8/17/2019,2.61,46.03,41.68
8/18/2019,2.61,46.03,41.68
8/19/2019,2.6,45.98,42.25
8/20/2019,2.73,45.87,41.94
8/21/2019,2.81,45.63,41.78
8/22/2019,2.87,44.97,41.19
8/23/2019,2.73,44.72,40.75
8/24/2019,2.73,44.72,40.75
8/25/2019,2.73,44.72,40.75
8/26/2019,2.73,44.72,41.45
8/27/2019,2.77,44.75,40.92
8/28/2019,2.77,44.84,41.59
8/29/2019,2.7,44.82,41.99
8/30/2019,2.57,44.94,41.78
8/31/2019,2.57,44.94,41.78
9/1/2019,2.57,44.94,41.78
9/2/2019,1.95,45.85,40.88
9/3/2019,1.92,47.1,40.89
9/4/2019,1.94,46.55,40.98
9/5/2019,2.08,46.57,40.84
9/6/2019,2.51,46.82,40.53
9/7/2019,2.51,46.82,40.53
9/8/2019,2.51,46.82,40.53
9/9/2019,2.61,47.31,40.39
9/10/2019,2.85,49.09,41.89
9/11/2019,2.74,48.98,41.44
9/12/2019,2.88,49.26,41.69
9/13/2019,3,48.92,41.38
9/14/2019,3,48.92,41.38
9/15/2019,3,48.92,41.38
9/16/2019,3.08,49.72,41.92
9/17/2019,2.6,49.31,41.2
9/18/2019,2.5,48.9,40.5
9/19/2019,2.47,48.77,40.87
9/20/2019,2.47,49,41.42
9/21/2019,2.47,49,41.42
9/22/2019,2.47,49,41.42
9/23/2019,2.6,48.99,40.81
9/24/2019,2.71,48.88,40.53
9/25/2019,2.48,48.67,40.33
9/26/2019,2.5,49.38,40.71
9/27/2019,2.48,48.46,40.5
9/28/2019,2.48,48.46,40.5
9/29/2019,2.48,48.46,40.5
9/30/2019,2.18,49.43,39.92
10/1/2019,2.7,49.09,40.23
10/2/2019,2.7,48.28,39.55
10/3/2019,3.1,47.71,38.66
10/4/2019,2.78,48.52,38.42
10/5/2019,2.78,48.52,38.42
10/6/2019,2.78,48.52,38.42
10/7/2019,2.6,48.9,38.89
10/8/2019,2.53,50.19,38.19
10/9/2019,2.18,49.72,38.37
10/10/2019,2.23,49.42,38.57
10/11/2019,2.43,47.9,39.35
10/12/2019,2.43,47.9,39.35
10/13/2019,2.43,47.9,39.35
10/14/2019,2.9,48.4,39.12
10/15/2019,2.85,47.3,40.19
10/16/2019,2.69,47.06,40.7
10/17/2019,2.62,46.8,40.49
10/18/2019,2.62,46.52,40.28
10/19/2019,2.62,46.52,40.28
10/20/2019,2.62,46.52,40.28
10/21/2019,2.38,46.29,40.31
10/22/2019,2.46,46.6,40.17
10/23/2019,2.62,46.69,39.33
10/24/2019,2.7,46.62,39.97
10/25/2019,2.83,44.65,39.58
10/26/2019,2.83,44.65,39.58
10/27/2019,2.83,44.65,39.58
10/28/2019,2.72,43.86,39.67
10/29/2019,2.55,43.94,39.98
10/30/2019,2.31,43.66,40.46
10/31/2019,2.31,43.59,40.07
11/1/2019,2.85,43.99,39.82
11/2/2019,2.85,43.99,39.82
11/3/2019,2.85,43.99,39.82
11/4/2019,3.15,43.97,40.13
11/5/2019,3.45,44.23,39.92
11/6/2019,3.38,43.58,39.33
11/7/2019,3.66,43.83,39.5
11/8/2019,3.8,43.62,39.42
11/9/2019,3.8,43.62,39.42
11/10/2019,3.8,43.62,39.42
11/11/2019,3.65,42.88,39.39
11/12/2019,3.9,43.07,38.66
11/13/2019,3.85,43.07,38.88
11/14/2019,3.82,43.36,38.49
11/15/2019,3.92,43.31,38.42
11/16/2019,3.92,43.31,38.42
11/17/2019,3.92,43.31,38.42
11/18/2019,3.83,42.26,37.99
11/19/2019,3.95,42.8,38.08
11/20/2019,4,42.99,38.58
11/21/2019,4.15,43.37,38.49
11/22/2019,4.2,43.6,39.11
11/23/2019,4.2,43.6,39.11
