local_date,"gas price, gbp/mmbtu","coal price, gbp/tonne","carbon price, gbp/tonne"
11/12/2015,3.44,35.18,24.02
11/13/2015,3.23,35.17,24.01
11/14/2015,3.23,35.17,24.01
11/15/2015,3.23,35.17,24.01
11/16/2015,3.46,35.5,24.06
11/17/2015,3.57,35.78,24.08
11/18/2015,3.64,35.9,24.08
11/19/2015,3.64,35.67,24.13
11/20/2015,3.73,35.72,24.04
11/21/2015,3.73,35.72,24.04
11/22/2015,3.73,35.72,24.04
11/23/2015,3.74,35.69,24.1
11/24/2015,3.72,35.8,24.18
11/25/2015,3.75,35.8,24.14
11/26/2015,3.79,35.6,24.11
11/27/2015,3.71,33.42,24.11
11/28/2015,3.71,33.42,24.11
11/29/2015,3.71,33.42,24.11
11/30/2015,3.82,33.18,24.1
12/1/2015,3.83,33.01,24.11
12/2/2015,3.8,32.86,24.11
12/3/2015,3.75,32.56,24.28
12/4/2015,3.75,32.15,24.22
12/5/2015,3.75,32.15,24.22
12/6/2015,3.75,32.15,24.22
12/7/2015,3.68,31.68,24.14
12/8/2015,3.69,31.63,24.19
12/9/2015,3.65,31.25,24.18
12/10/2015,3.64,31.26,24.11
12/11/2015,3.55,31.13,23.91
12/12/2015,3.55,31.13,23.91
12/13/2015,3.55,31.13,23.91
12/14/2015,3.48,31.52,23.95
12/15/2015,3.42,31.7,24.03
12/16/2015,3.34,31.82,23.99
12/17/2015,3.24,32.09,23.94
12/18/2015,3.18,32.1,23.97
12/19/2015,3.18,32.1,23.97
12/20/2015,3.18,32.1,23.97
12/21/2015,3.18,31.98,24.08
12/22/2015,3.17,32.11,24.18
12/23/2015,3.05,32.15,24.11
12/24/2015,3.09,31.5,24.13
12/25/2015,3.09,31.5,24.12
12/26/2015,3.09,31.5,24.12
12/27/2015,3.09,31.5,24.12
12/28/2015,3.11,31.5,24.21
12/29/2015,3.28,32.04,24.18
12/30/2015,3.26,31.99,24.15
12/31/2015,3.26,32.02,24.14
1/1/2016,3.28,32.02,24.13
1/2/2016,3.28,32.02,24.13
1/3/2016,3.28,32.02,24.13
1/4/2016,3.27,32.47,24
1/5/2016,3.34,32.6,23.94
1/6/2016,3.46,33.17,23.8
1/7/2016,3.49,33.3,23.71
1/8/2016,3.38,32.43,23.67
1/9/2016,3.38,32.43,23.67
1/10/2016,3.38,32.43,23.67
1/11/2016,3.37,32.14,23.41
1/12/2016,3.26,32.16,23.42
1/13/2016,3.35,31.75,23.55
1/14/2016,3.24,31.75,23.42
1/15/2016,3.24,31.7,23.19
1/16/2016,3.24,31.7,23.19
1/17/2016,3.24,31.7,23.19
1/18/2016,3.25,31.74,23.21
1/19/2016,3.29,32.13,23.33
1/20/2016,3.07,32.04,22.92
1/21/2016,2.98,32.4,22.81
1/22/2016,3.07,31.99,22.86
1/23/2016,3.07,31.99,22.86
1/24/2016,3.07,31.99,22.86
1/25/2016,2.94,32.03,22.56
1/26/2016,2.96,31.9,22.67
1/27/2016,3.07,32.05,22.59
1/28/2016,3.13,31.8,22.69
1/29/2016,3.06,31.54,22.67
1/30/2016,3.06,31.54,22.67
1/31/2016,3.06,31.54,22.67
2/1/2016,2.97,30.84,22.36
2/2/2016,2.99,31.36,22.47
2/3/2016,2.94,30.98,22.35
2/4/2016,2.86,30.53,22.38
2/5/2016,2.88,30.49,22.34
2/6/2016,2.88,30.49,22.34
2/7/2016,2.88,30.49,22.34
2/8/2016,2.94,30.73,22.14
2/9/2016,2.94,30.17,21.93
2/10/2016,2.89,30.15,21.87
2/11/2016,2.91,30.2,21.77
2/12/2016,2.97,30.12,22
2/13/2016,2.97,30.12,22
2/14/2016,2.97,30.12,22
2/15/2016,2.97,30.09,21.79
2/16/2016,3.02,30.37,21.73
2/17/2016,3.04,30.42,22.03
2/18/2016,2.94,30.21,22.14
2/19/2016,2.89,30.49,22.06
2/20/2016,2.89,30.49,22.06
2/21/2016,2.89,30.49,22.06
2/22/2016,3.03,30.85,22.28
2/23/2016,3.07,31.19,21.91
2/24/2016,3.05,31.47,21.92
2/25/2016,3.02,31.4,22.07
2/26/2016,3.04,32.14,22.01
2/27/2016,3.04,32.14,22.01
2/28/2016,3.04,32.14,22.01
2/29/2016,3.04,31.8,21.97
3/1/2016,3.07,32.14,21.95
3/2/2016,3.05,31.78,21.9
3/3/2016,3.03,32.46,21.84
3/4/2016,3.02,32.6,21.87
3/5/2016,3.02,32.6,21.87
3/6/2016,3.02,32.6,21.87
3/7/2016,3.01,32.88,22
3/8/2016,3.02,32.58,21.95
3/9/2016,2.99,32.73,22.01
3/10/2016,2.95,32.54,21.92
3/11/2016,2.95,32.23,21.94
3/12/2016,2.95,32.23,21.94
3/13/2016,2.95,32.23,21.94
3/14/2016,2.95,32.05,21.86
3/15/2016,3.02,32.4,21.89
3/16/2016,3,32.59,21.99
3/17/2016,3,32.02,21.99
3/18/2016,2.95,32.11,21.92
3/19/2016,2.95,32.11,21.92
3/20/2016,2.95,32.11,21.92
3/21/2016,2.9,32.32,21.88
3/22/2016,2.86,32.57,21.89
3/23/2016,2.91,32.78,21.88
3/24/2016,2.91,31.54,21.9
3/25/2016,2.91,31.54,21.9
3/26/2016,2.91,31.54,21.9
3/27/2016,2.91,31.54,21.9
3/28/2016,2.94,31.54,21.88
3/29/2016,2.86,31.16,21.82
3/30/2016,2.9,30.87,21.98
3/31/2016,2.94,31.26,22.2
4/1/2016,2.84,31.62,22.15
4/2/2016,2.84,31.62,22.15
4/3/2016,2.84,31.62,22.15
4/4/2016,2.79,31.21,22.23
4/5/2016,2.77,31.63,22.19
4/6/2016,2.79,31.56,22.28
4/7/2016,2.77,31.18,22.26
4/8/2016,2.76,31.69,22.36
4/9/2016,2.76,31.69,22.36
4/10/2016,2.76,31.69,22.36
4/11/2016,2.71,31.52,22.45
4/12/2016,2.77,31.57,22.44
4/13/2016,2.79,31.57,22.38
4/14/2016,2.8,32.25,22.45
4/15/2016,2.82,32.27,22.36
4/16/2016,2.82,32.27,22.36
4/17/2016,2.82,32.27,22.36
4/18/2016,2.82,32.05,22.33
4/19/2016,2.9,31.97,22.38
4/20/2016,2.87,31.77,22.36
4/21/2016,3.07,31.77,22.52
4/22/2016,3.19,31.68,22.65
4/23/2016,3.19,31.68,22.65
4/24/2016,3.19,31.68,22.65
4/25/2016,3.17,31.48,22.59
4/26/2016,3.5,31.34,23.11
4/27/2016,3.44,31.44,23.32
4/28/2016,3.16,31.4,22.92
4/29/2016,3.1,31.3,22.83
4/30/2016,3.1,31.3,22.83
5/1/2016,3.1,31.3,22.83
5/2/2016,3.14,31.3,22.77
5/3/2016,2.91,31.23,22.71
5/4/2016,2.82,31.63,22.85
5/5/2016,2.96,32.01,22.88
5/6/2016,2.97,32.74,22.62
5/7/2016,2.97,32.74,22.62
5/8/2016,2.97,32.74,22.62
5/9/2016,3.06,32.78,22.5
5/10/2016,3.03,32.74,22.64
5/11/2016,3.07,33.08,22.74
5/12/2016,3.04,33.03,22.57
5/13/2016,3.03,33.38,22.57
5/14/2016,3.03,33.38,22.57
5/15/2016,3.03,33.38,22.57
5/16/2016,3.1,33.46,22.77
5/17/2016,3.08,33.35,22.72
5/18/2016,3.04,32.87,22.64
5/19/2016,2.95,32.81,22.58
5/20/2016,3,33.07,22.61
5/21/2016,3,33.07,22.61
5/22/2016,3,33.07,22.61
5/23/2016,3,33.05,22.43
5/24/2016,2.95,32.79,22.4
5/25/2016,2.96,32.66,22.44
5/26/2016,3.1,32.83,22.59
5/27/2016,3.21,34.82,22.58
5/28/2016,3.21,34.82,22.58
5/29/2016,3.21,34.82,22.58
5/30/2016,3.22,34.82,22.64
5/31/2016,3.37,35.14,22.68
6/1/2016,3.39,35.21,22.62
6/2/2016,3.53,35.37,22.65
6/3/2016,3.47,35.68,22.64
6/4/2016,3.47,35.68,22.64
6/5/2016,3.47,35.68,22.64
6/6/2016,3.6,36.37,22.87
6/7/2016,3.51,35.68,22.77
6/8/2016,3.4,35.05,22.79
6/9/2016,3.39,35.08,22.77
6/10/2016,3.29,35.13,22.69
6/11/2016,3.29,35.13,22.69
6/12/2016,3.29,35.13,22.69
6/13/2016,3.28,35.29,22.64
6/14/2016,3.38,35.74,22.65
6/15/2016,3.35,35.64,22.68
6/16/2016,3.43,36.05,22.51
6/17/2016,3.43,35.61,22.44
6/18/2016,3.43,35.61,22.44
6/19/2016,3.43,35.61,22.44
6/20/2016,3.51,35.05,22.5
6/21/2016,3.42,34.9,22.27
6/22/2016,3.47,34.93,22.35
6/23/2016,3.36,34.67,22.32
6/24/2016,3.48,39.86,22.03
6/25/2016,3.48,39.86,22.03
6/26/2016,3.48,39.86,22.03
6/27/2016,3.47,40.3,21.98
6/28/2016,3.37,40.12,21.89
6/29/2016,3.47,39.75,21.74
6/30/2016,3.38,40.96,21.72
7/1/2016,3.38,42.5,21.86
7/2/2016,3.38,42.5,21.86
7/3/2016,3.38,42.5,21.86
7/4/2016,3.45,42.94,22.15
7/5/2016,3.41,43.34,22.01
7/6/2016,3.42,43.89,21.92
7/7/2016,3.42,44.15,21.92
7/8/2016,3.34,43.56,21.87
7/9/2016,3.34,43.56,21.87
7/10/2016,3.34,43.56,21.87
7/11/2016,3.33,43.39,21.76
7/12/2016,3.4,43.76,21.86
7/13/2016,3.33,44.04,22.02
7/14/2016,3.28,43.61,21.98
7/15/2016,3.25,43.8,22.12
7/16/2016,3.25,43.8,22.12
7/17/2016,3.25,43.8,22.12
7/18/2016,3.36,43.35,22.04
7/19/2016,3.4,43.51,21.93
7/20/2016,3.47,43.23,21.89
7/21/2016,3.57,43.11,21.87
7/22/2016,3.58,43.33,21.82
7/23/2016,3.58,43.33,21.82
7/24/2016,3.58,43.33,21.82
7/25/2016,3.69,43.44,21.84
7/26/2016,3.64,43.53,21.78
7/27/2016,3.6,43.62,21.78
7/28/2016,3.5,43.56,21.77
7/29/2016,3.45,46.43,21.73
7/30/2016,3.45,46.43,21.73
7/31/2016,3.45,46.43,21.73
8/1/2016,3.42,46.76,21.7
8/2/2016,3.38,46.29,21.7
8/3/2016,3.33,45.86,21.86
8/4/2016,3.48,45.06,21.98
8/5/2016,3.32,44.22,22
8/6/2016,3.32,44.22,22
8/7/2016,3.32,44.22,22
8/8/2016,3.52,46.13,22.19
8/9/2016,3.33,46.8,22.17
8/10/2016,3.29,45.87,22.1
8/11/2016,3.23,47.05,22.2
8/12/2016,3.14,47.51,22.22
8/13/2016,3.14,47.51,22.22
8/14/2016,3.14,47.51,22.22
8/15/2016,2.92,47.38,22.16
8/16/2016,3.01,47.08,22.05
8/17/2016,2.96,46.93,21.89
8/18/2016,2.91,45.97,22.02
8/19/2016,2.91,46.03,22.11
8/20/2016,2.91,46.03,22.11
8/21/2016,2.91,46.03,22.11
8/22/2016,2.88,45.91,22.2
8/23/2016,2.96,45.54,22.03
8/24/2016,2.82,45.21,21.91
8/25/2016,2.83,45.64,22.02
8/26/2016,2.88,45.27,22.01
8/27/2016,2.88,45.27,22.01
8/28/2016,2.88,45.27,22.01
8/29/2016,2.88,45.27,22
8/30/2016,2.69,46.73,21.88
8/31/2016,2.3,46.8,21.79
9/1/2016,2.14,46.06,21.7
9/2/2016,2.55,46.51,21.43
9/3/2016,2.55,46.51,21.43
9/4/2016,2.55,46.51,21.43
9/5/2016,2.78,46.3,21.28
9/6/2016,2.75,45.98,21.47
9/7/2016,2.45,45.35,21.38
9/8/2016,2.4,44.95,21.45
9/9/2016,2.35,45.33,21.45
9/10/2016,2.35,45.33,21.45
9/11/2016,2.35,45.33,21.45
9/12/2016,2.24,45.37,21.4
9/13/2016,2.25,46.13,21.43
9/14/2016,2.13,45.92,21.39
9/15/2016,2.65,46.32,21.52
9/16/2016,2.65,46.72,21.73
9/17/2016,2.65,46.72,21.73
9/18/2016,2.65,46.72,21.73
9/19/2016,3.19,47.09,21.77
9/20/2016,2.99,47.49,21.58
9/21/2016,3.19,48.04,21.62
9/22/2016,3.33,47.43,21.8
9/23/2016,3.47,48.3,21.94
9/24/2016,3.47,48.3,21.94
9/25/2016,3.47,48.3,21.94
9/26/2016,3.42,48.2,22.02
9/27/2016,3.3,47.93,21.82
9/28/2016,3.41,48.34,22.27
9/29/2016,3.59,48.41,22.34
9/30/2016,3.5,54.46,22.31
10/1/2016,3.5,54.46,22.31
10/2/2016,3.5,54.46,22.31
10/3/2016,3.26,58.24,22.64
10/4/2016,3.61,59.28,22.57
10/5/2016,3.76,59.41,22.82
10/6/2016,4.08,61.05,23.18
10/7/2016,4.15,61.57,23.13
10/8/2016,4.15,61.57,23.13
10/9/2016,4.15,61.57,23.13
10/10/2016,4.15,61.12,23.11
10/11/2016,4.18,60.77,22.94
10/12/2016,4.19,61.48,22.98
10/13/2016,4.23,61.51,23.11
10/14/2016,4.23,62.12,23.23
10/15/2016,4.23,62.12,23.23
10/16/2016,4.23,62.12,23.23
10/17/2016,4.28,63.72,23.3
10/18/2016,4.46,65.11,23.31
10/19/2016,4.5,63.68,23.06
10/20/2016,4.64,64.11,22.97
10/21/2016,4.55,64.9,23.25
10/22/2016,4.55,64.9,23.25
10/23/2016,4.55,64.9,23.25
10/24/2016,4.67,64.93,23.16
10/25/2016,4.75,65.32,23.18
10/26/2016,4.64,64.96,23.29
10/27/2016,4.63,65.24,23.19
10/28/2016,4.58,67.81,23.29
10/29/2016,4.58,67.81,23.29
10/30/2016,4.58,67.81,23.29
10/31/2016,4.74,69.06,23.29
11/1/2016,4.97,70.29,23.45
11/2/2016,5.3,68.7,23.62
11/3/2016,5.12,68.65,23.8
11/4/2016,4.99,69.39,23.7
11/5/2016,4.99,69.39,23.7
11/6/2016,4.99,69.39,23.7
11/7/2016,4.94,70.81,23.54
11/8/2016,4.87,70.2,23.47
11/9/2016,4.86,71.96,23.38
11/10/2016,4.83,71.2,23.14
11/11/2016,4.78,71.07,22.89
11/12/2016,4.78,71.07,22.89
11/13/2016,4.78,71.07,22.89
11/14/2016,4.62,70.63,22.64
11/15/2016,4.65,71.22,22.93
11/16/2016,4.67,69.63,22.77
11/17/2016,4.64,69.55,23.05
11/18/2016,4.8,70.13,22.78
11/19/2016,4.8,70.13,22.78
11/20/2016,4.8,70.13,22.78
11/21/2016,4.5,69.58,22.67
11/22/2016,4.61,70.16,22.71
11/23/2016,4.64,68.59,22.57
11/24/2016,4.68,69.52,22.52
11/25/2016,4.72,66.17,22.26
11/26/2016,4.72,66.17,22.26
11/27/2016,4.72,66.17,22.26
11/28/2016,4.91,67.96,22.04
11/29/2016,4.98,67.76,21.89
11/30/2016,4.99,68.5,21.88
12/1/2016,4.97,67.46,21.78
12/2/2016,4.73,66.44,21.6
12/3/2016,4.73,66.44,21.6
12/4/2016,4.73,66.44,21.6
12/5/2016,4.53,65.4,21.69
12/6/2016,4.32,62.34,21.8
12/7/2016,4.3,63.96,21.66
12/8/2016,4.32,65.79,21.69
12/9/2016,4.35,66.82,21.76
12/10/2016,4.35,66.82,21.76
12/11/2016,4.35,66.82,21.76
12/12/2016,4.44,68.28,22.09
12/13/2016,4.46,69.02,22.03
12/14/2016,4.44,69.99,22.19
12/15/2016,4.45,72.61,22.05
12/16/2016,4.45,71.9,22.14
12/17/2016,4.45,71.9,22.14
12/18/2016,4.45,71.9,22.14
12/19/2016,4.59,71.86,22.27
12/20/2016,4.56,72.86,22.41
12/21/2016,4.58,72.92,22.9
12/22/2016,4.71,73.22,23.16
12/23/2016,4.79,73.47,23.37
12/24/2016,4.79,73.47,23.37
12/25/2016,4.79,73.47,23.37
12/26/2016,4.82,73.47,23.37
12/27/2016,4.84,73.47,23.38
12/28/2016,5.07,74.1,23.38
12/29/2016,5.12,74.1,23.42
12/30/2016,5.33,70.27,23.58
12/31/2016,5.33,70.27,23.58
1/1/2017,5.33,70.27,23.58
1/2/2017,5.33,70.27,23.22
1/3/2017,4.89,67.4,22.62
1/4/2017,5.08,68.48,22.85
1/5/2017,5.04,69.01,22.51
1/6/2017,4.94,68.8,22.31
1/7/2017,4.94,68.8,22.31
1/8/2017,4.94,68.8,22.31
1/9/2017,5.08,69.19,22.57
1/10/2017,5.34,70.91,22.76
1/11/2017,5.52,73.48,22.78
1/12/2017,5.57,72.51,22.39
1/13/2017,5.42,72.39,22.4
1/14/2017,5.42,72.39,22.4
1/15/2017,5.42,72.39,22.4
1/16/2017,5.26,72.98,22.13
1/17/2017,5.32,72.51,22.32
1/18/2017,5.36,72.86,22.2
1/19/2017,5.4,71.97,22.48
1/20/2017,5.65,72.38,22.69
1/21/2017,5.65,72.38,22.69
1/22/2017,5.65,72.38,22.69
1/23/2017,5.78,71.47,22.56
1/24/2017,5.73,71.29,22.35
1/25/2017,5.41,70.49,22.24
1/26/2017,5.3,70.3,22.39
1/27/2017,5.14,64.41,22.2
1/28/2017,5.14,64.41,22.2
1/29/2017,5.14,64.41,22.2
1/30/2017,5.41,65.76,22.41
1/31/2017,5.57,67.76,22.58
2/1/2017,5.78,66.93,22.48
2/2/2017,5.82,67.92,22.48
2/3/2017,6.09,67.61,22.46
2/4/2017,6.09,67.61,22.46
2/5/2017,6.09,67.61,22.46
2/6/2017,6.02,67.74,22.4
2/7/2017,5.8,67.66,22.41
2/8/2017,5.43,66.3,22.45
2/9/2017,5.44,66.09,22.5
2/10/2017,5.2,65.05,22.36
2/11/2017,5.2,65.05,22.36
2/12/2017,5.2,65.05,22.36
2/13/2017,4.96,64.38,22.15
2/14/2017,4.86,64.59,22.34
2/15/2017,4.9,65.48,22.3
2/16/2017,4.96,65.4,22.21
2/17/2017,4.77,65.8,22.25
2/18/2017,4.77,65.8,22.25
2/19/2017,4.77,65.8,22.25
2/20/2017,4.66,65.9,22.33
2/21/2017,4.56,65.93,22.26
2/22/2017,4.6,65.9,22.29
2/23/2017,4.73,65.43,22.49
2/24/2017,4.73,63.94,22.55
2/25/2017,4.73,63.94,22.55
2/26/2017,4.73,63.94,22.55
2/27/2017,4.53,63.07,22.42
2/28/2017,4.43,62.6,22.44
3/1/2017,4.46,63.98,23.06
3/2/2017,4.35,63.45,22.68
3/3/2017,4.36,62.72,22.82
3/4/2017,4.36,62.72,22.82
3/5/2017,4.36,62.72,22.82
3/6/2017,4.35,62.67,22.75
3/7/2017,4.27,62.16,22.66
3/8/2017,4.24,62.54,22.54
3/9/2017,4.21,61.48,22.46
3/10/2017,4.21,61.93,22.52
3/11/2017,4.21,61.93,22.52
3/12/2017,4.21,61.93,22.52
3/13/2017,4.09,62,22.49
3/14/2017,4.15,61.85,22.45
3/15/2017,4.17,61.49,22.53
3/16/2017,4.09,60.4,22.48
3/17/2017,4.09,60.5,22.44
3/18/2017,4.09,60.5,22.44
3/19/2017,4.09,60.5,22.44
3/20/2017,4.07,59.96,22.33
3/21/2017,4.05,59.14,22.27
3/22/2017,4.02,59.03,22.29
3/23/2017,3.98,58.92,22.27
3/24/2017,3.86,58.81,22.12
3/25/2017,3.86,58.81,22.12
3/26/2017,3.86,58.81,22.12
3/27/2017,3.8,58.51,22.01
3/28/2017,3.85,58.79,22.11
3/29/2017,3.95,59.38,22.11
3/30/2017,3.99,59.01,22.2
3/31/2017,3.93,58.09,21.96
4/1/2017,3.93,58.09,21.96
4/2/2017,3.93,58.09,21.96
4/3/2017,4.04,61.52,22.13
4/4/2017,4.09,61.17,21.98
4/5/2017,4.09,61.91,22.12
4/6/2017,4.02,62.26,22.31
4/7/2017,3.94,61.85,22.18
4/8/2017,3.94,61.85,22.18
4/9/2017,3.94,61.85,22.18
4/10/2017,3.87,60.76,22.08
4/11/2017,3.83,60.13,22.12
4/12/2017,3.85,59.87,22.19
4/13/2017,3.87,60.28,22.2
4/14/2017,3.87,60.28,22.19
4/15/2017,3.87,60.28,22.19
4/16/2017,3.87,60.28,22.19
4/17/2017,3.88,60.28,22.19
4/18/2017,3.94,59.26,22.06
4/19/2017,3.91,58.78,22.05
4/20/2017,3.91,58.83,21.97
4/21/2017,4.01,59.05,21.83
4/22/2017,4.01,59.05,21.83
4/23/2017,4.01,59.05,21.83
4/24/2017,4.05,58.89,21.94
4/25/2017,4.06,58.66,21.82
4/26/2017,4.13,58.6,21.91
4/27/2017,4.11,58.86,21.83
4/28/2017,4.1,57.43,21.85
4/29/2017,4.1,57.43,21.85
4/30/2017,4.1,57.43,21.85
5/1/2017,4.1,57.43,21.87
5/2/2017,4.31,57.51,21.75
5/3/2017,4.19,57.5,21.71
5/4/2017,4.1,56.95,21.84
5/5/2017,4.08,56.72,21.88
5/6/2017,4.08,56.72,21.88
5/7/2017,4.08,56.72,21.88
5/8/2017,4.04,56.18,21.72
5/9/2017,4.06,56.21,21.79
5/10/2017,4,56.45,21.73
5/11/2017,3.81,56.42,21.67
5/12/2017,3.92,56.4,21.77
5/13/2017,3.92,56.4,21.77
5/14/2017,3.92,56.4,21.77
5/15/2017,3.93,56.32,21.73
5/16/2017,4.02,56.7,21.89
5/17/2017,4.07,56.7,21.93
5/18/2017,4.05,57,22.09
5/19/2017,3.79,56.96,22.17
5/20/2017,3.79,56.96,22.17
5/21/2017,3.79,56.96,22.17
5/22/2017,3.74,57.58,22.24
5/23/2017,3.74,57.2,22.09
5/24/2017,3.7,57.34,22.25
5/25/2017,3.61,57.31,22.31
5/26/2017,3.77,59.57,22.52
5/27/2017,3.77,59.57,22.52
5/28/2017,3.77,59.57,22.52
5/29/2017,3.79,59.57,22.49
5/30/2017,3.84,60.45,22.47
5/31/2017,3.73,59.29,22.33
6/1/2017,3.67,59.91,22.42
6/2/2017,3.73,60.16,22.51
6/3/2017,3.73,60.16,22.51
6/4/2017,3.73,60.16,22.51
6/5/2017,3.66,60.21,22.51
6/6/2017,3.61,60.02,22.33
6/7/2017,3.68,60.07,22.23
6/8/2017,3.79,60.63,22.37
6/9/2017,3.76,61.65,22.42
6/10/2017,3.76,61.65,22.42
6/11/2017,3.76,61.65,22.42
6/12/2017,3.54,62.06,22.35
6/13/2017,3.2,61.86,22.39
6/14/2017,2.8,61.11,22.33
6/15/2017,2.6,61.36,22.33
6/16/2017,2.6,61.36,22.27
6/17/2017,2.6,61.36,22.27
6/18/2017,2.6,61.36,22.27
6/19/2017,3.1,62.04,22.31
6/20/2017,3.4,62.65,22.35
6/21/2017,3.55,62.42,22.3
6/22/2017,3.56,62.32,22.27
6/23/2017,3.6,61.9,22.29
6/24/2017,3.6,61.9,22.29
6/25/2017,3.6,61.9,22.29
6/26/2017,3.69,61.94,22.2
6/27/2017,3.75,61.91,22.36
6/28/2017,3.89,61.08,22.34
6/29/2017,3.68,60.79,22.46
6/30/2017,3.63,61.16,22.41
7/1/2017,3.63,61.16,22.41
7/2/2017,3.63,61.16,22.41
7/3/2017,3.83,62.38,22.51
7/4/2017,3.72,63.23,22.49
7/5/2017,3.75,65.03,22.42
7/6/2017,3.7,66.04,22.61
7/7/2017,3.59,66.34,22.72
7/8/2017,3.59,66.34,22.72
7/9/2017,3.59,66.34,22.72
7/10/2017,3.51,65.81,22.77
7/11/2017,3.43,65.91,22.74
7/12/2017,3.4,65.4,22.84
7/13/2017,3.34,64.29,22.71
7/14/2017,3.31,63.66,22.74
7/15/2017,3.31,63.66,22.74
7/16/2017,3.31,63.66,22.74
7/17/2017,3.54,63.91,22.77
7/18/2017,3.49,63.83,22.83
7/19/2017,3.46,63.64,22.77
7/20/2017,3.67,64.21,22.74
7/21/2017,3.64,64.36,22.56
7/22/2017,3.64,64.36,22.56
7/23/2017,3.64,64.36,22.56
7/24/2017,3.68,63.96,22.58
7/25/2017,3.73,64.02,22.62
7/26/2017,3.87,63.96,22.7
7/27/2017,3.82,63.8,22.58
7/28/2017,3.84,62.81,22.63
7/29/2017,3.84,62.81,22.63
7/30/2017,3.84,62.81,22.63
7/31/2017,3.94,63.15,22.68
8/1/2017,3.8,62.17,22.72
8/2/2017,3.86,62.09,22.85
8/3/2017,3.86,62.99,22.89
8/4/2017,3.99,64.12,22.83
8/5/2017,3.99,64.12,22.83
8/6/2017,3.99,64.12,22.83
8/7/2017,4.19,64.5,22.76
8/8/2017,4.12,64.43,22.77
8/9/2017,4.24,64.73,22.85
8/10/2017,4.23,64.97,22.86
8/11/2017,4.33,65.58,22.88
8/12/2017,4.33,65.58,22.88
8/13/2017,4.33,65.58,22.88
8/14/2017,4.17,65.76,23
8/15/2017,4.2,65.93,23.03
8/16/2017,4.29,66.32,23.28
8/17/2017,4.28,66.79,23.27
8/18/2017,4.28,67.08,23.31
8/19/2017,4.28,67.08,23.31
8/20/2017,4.28,67.08,23.31
8/21/2017,4.4,66.03,23.26
8/22/2017,4.43,66.42,23.28
8/23/2017,4.48,66.74,23.47
8/24/2017,4.45,66.53,23.47
8/25/2017,4.4,68.73,23.61
8/26/2017,4.4,68.73,23.61
8/27/2017,4.4,68.73,23.61
8/28/2017,4.42,69.12,23.64
8/29/2017,4.56,69.14,23.58
8/30/2017,4.59,68.96,23.53
8/31/2017,4.52,68.02,23.46
9/1/2017,4.5,67.87,23.33
9/2/2017,4.5,67.87,23.33
9/3/2017,4.5,67.87,23.33
9/4/2017,4.53,68.38,23.45
9/5/2017,4.6,68.43,23.93
9/6/2017,4.63,68.2,24.12
9/7/2017,4.58,67.99,24.32
9/8/2017,4.6,68.11,24.44
9/9/2017,4.6,68.11,24.44
9/10/2017,4.6,68.11,24.44
9/11/2017,4.7,68.38,24.23
9/12/2017,4.67,67.86,24.15
9/13/2017,4.76,68.97,24.38
9/14/2017,4.7,68.76,24.32
9/15/2017,4.66,67.45,24.09
9/16/2017,4.66,67.45,24.09
9/17/2017,4.66,67.45,24.09
9/18/2017,4.86,67.6,23.95
9/19/2017,4.7,68.29,24.22
9/20/2017,4.54,68,24.06
9/21/2017,4.56,67.64,23.77
9/22/2017,4.39,67.83,23.88
9/23/2017,4.39,67.83,23.88
9/24/2017,4.39,67.83,23.88
9/25/2017,4.7,68.79,24.4
9/26/2017,4.64,68.38,24.11
9/27/2017,4.61,68.35,24.06
9/28/2017,4.59,68.02,24.1
9/29/2017,4.07,65.89,24.23
9/30/2017,4.07,65.89,24.23
10/1/2017,4.07,65.89,24.23
10/2/2017,4.42,68.28,24.12
10/3/2017,4.62,69.31,24.2
10/4/2017,4.62,69.67,24.12
10/5/2017,4.74,70.21,24.13
10/6/2017,4.8,69.54,24.27
10/7/2017,4.8,69.54,24.27
10/8/2017,4.8,69.54,24.27
10/9/2017,4.87,69.14,24.2
10/10/2017,4.62,68.73,24.58
10/11/2017,4.47,68.66,24.59
10/12/2017,4.35,69.43,24.6
10/13/2017,4.35,68.55,24.51
10/14/2017,4.35,68.55,24.51
10/15/2017,4.35,68.55,24.51
10/16/2017,4.34,69.3,24.55
10/17/2017,4.39,70.09,24.6
10/18/2017,4.55,70.23,24.95
10/19/2017,4.42,69.57,24.88
10/20/2017,4.42,69.71,24.76
10/21/2017,4.42,69.71,24.76
10/22/2017,4.42,69.71,24.76
10/23/2017,4.44,69.62,24.62
10/24/2017,4.48,70.39,24.68
10/25/2017,4.57,69.38,24.58
10/26/2017,4.61,69.96,24.37
10/27/2017,4.58,70.55,24.33
10/28/2017,4.58,70.55,24.33
10/29/2017,4.58,70.55,24.33
10/30/2017,4.7,70.52,24.3
10/31/2017,4.75,71.39,24.47
11/1/2017,4.84,71.85,24.57
11/2/2017,4.86,72.73,24.85
11/3/2017,4.93,71.94,24.99
11/4/2017,4.93,71.94,24.99
11/5/2017,4.93,71.94,24.99
11/6/2017,5.09,72.21,24.98
11/7/2017,5.12,72.14,24.83
11/8/2017,5.14,72.48,24.81
11/9/2017,5.15,72.19,24.69
11/10/2017,5.36,72.13,24.54
11/11/2017,5.36,72.13,24.54
11/12/2017,5.36,72.13,24.54
11/13/2017,5.41,72.26,24.53
11/14/2017,5.28,71.85,24.61
11/15/2017,5.13,71.3,24.88
11/16/2017,5.24,71.2,24.7
